,id,image_path,labelid,labelstr
76,76,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_08_06_altavista.jpg,0,operating_room
77,77,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_10_18_altavista.jpg,0,operating_room
78,78,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_07_01_altavista.jpg,0,operating_room
79,79,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_16_01_altavista.jpg,0,operating_room
80,80,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_06_05_altavista.jpg,0,operating_room
81,81,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227hospital room_30_06_altavista.jpg,0,operating_room
82,82,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_table_05_02_altavista.jpg,0,operating_room
83,83,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/fliphospital room_30_06_altavista.jpg,0,operating_room
84,84,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_30_08_altavista.jpg,0,operating_room
85,85,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_30_14_altavista.jpg,0,operating_room
86,86,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_34_11_altavista.jpg,0,operating_room
87,87,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_09_16_altavista.jpg,0,operating_room
88,88,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_11_07_altavista.jpg,0,operating_room
89,89,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_02_07_altavista.jpg,0,operating_room
90,90,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_44_02_altavista.jpg,0,operating_room
91,91,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_43_17_altavista.jpg,0,operating_room
92,92,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_09_11_altavista.jpg,0,operating_room
93,93,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_05_09_altavista.jpg,0,operating_room
94,94,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_23_02_altavista.jpg,0,operating_room
95,95,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_25_02_altavista.jpg,0,operating_room
96,96,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_09_11_altavista.jpg,0,operating_room
97,97,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_34_11_altavista.jpg,0,operating_room
98,98,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_25_02_altavista.jpg,0,operating_room
99,99,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_06_11_altavista.jpg,0,operating_room
100,100,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_08_13_altavista.jpg,0,operating_room
101,101,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_06_05_altavista.jpg,0,operating_room
102,102,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_23_11_altavista.jpg,0,operating_room
103,103,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_15_19_altavista.jpg,0,operating_room
104,104,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_05_11_altavista.jpg,0,operating_room
105,105,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_24_02_altavista.jpg,0,operating_room
106,106,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_43_11_altavista.jpg,0,operating_room
107,107,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_26_19_altavista.jpg,0,operating_room
108,108,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_41_01_altavista.jpg,0,operating_room
109,109,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_41_01_altavista.jpg,0,operating_room
110,110,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_17_17_altavista.jpg,0,operating_room
111,111,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_07_10_altavista.jpg,0,operating_room
112,112,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_42_18_altavista.jpg,0,operating_room
113,113,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_43_11_altavista.jpg,0,operating_room
114,114,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_01_20_altavista.jpg,0,operating_room
115,115,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_23_20_altavista.jpg,0,operating_room
116,116,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_16_10_altavista.jpg,0,operating_room
117,117,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_04_16_altavista.jpg,0,operating_room
118,118,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_06_19_altavista.jpg,0,operating_room
119,119,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_23_02_altavista.jpg,0,operating_room
120,120,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_08_18_altavista.jpg,0,operating_room
121,121,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_21_11_altavista.jpg,0,operating_room
122,122,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_05_20_altavista.jpg,0,operating_room
123,123,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_14_05_altavista.jpg,0,operating_room
124,124,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_07_08_altavista.jpg,0,operating_room
125,125,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_06_01_altavista.jpg,0,operating_room
126,126,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_05_11_altavista.jpg,0,operating_room
127,127,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_02_20_altavista.jpg,0,operating_room
128,128,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipsurgery_room_48_15_altavista.jpg,0,operating_room
129,129,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_02_19_altavista.jpg,0,operating_room
130,130,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_11_07_altavista.jpg,0,operating_room
131,131,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_11_12_altavista.jpg,0,operating_room
132,132,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_02_20_altavista.jpg,0,operating_room
133,133,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227operating_room_25_01_altavista.jpg,0,operating_room
134,134,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/227surgery_room_34_16_altavista.jpg,0,operating_room
135,135,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_table_05_02_altavista.jpg,0,operating_room
136,136,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_11_15_altavista.jpg,0,operating_room
137,137,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/operating_room/flipoperating_room_34_08_altavista.jpg,0,operating_room
138,138,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipDSC00024.jpg,1,greenhouse
139,139,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgewaechshaus_4.jpg,1,greenhouse
140,140,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhousey_2.jpg,1,greenhouse
141,141,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/22747_Invernadero_1.jpg,1,greenhouse
142,142,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/22704_06Greenhouse.jpg,1,greenhouse
143,143,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227invernadero_flores2.jpg,1,greenhouse
144,144,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipserre.jpg,1,greenhouse
145,145,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip04_06Greenhouse.jpg,1,greenhouse
146,146,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip47_Invernadero_1.jpg,1,greenhouse
147,147,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227serre_printemps.jpg,1,greenhouse
148,148,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipsite_estufa_03.jpg,1,greenhouse
149,149,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipcelosie_02.jpg,1,greenhouse
150,150,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227paghmist.jpg,1,greenhouse
151,151,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipAMFWTOaa.jpg,1,greenhouse
152,152,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227ESTUFA.jpg,1,greenhouse
153,153,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse2gtr.jpg,1,greenhouse
154,154,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouselk2.jpg,1,greenhouse
155,155,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227Estufa_178.jpg,1,greenhouse
156,156,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/22720070417klpcnatun_229_Ies_SCO.jpg,1,greenhouse
157,157,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipfinished_inside.jpg,1,greenhouse
158,158,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse_981.jpg,1,greenhouse
159,159,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227Pic_4748_33.jpg,1,greenhouse
160,160,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipEstufa_178.jpg,1,greenhouse
161,161,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227serre.jpg,1,greenhouse
162,162,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227site_estufa_03.jpg,1,greenhouse
163,163,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse2iu1.jpg,1,greenhouse
164,164,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227invernadero01.jpg,1,greenhouse
165,165,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse276.jpg,1,greenhouse
166,166,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227ferns4.jpg,1,greenhouse
167,167,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227DSCF0009.jpg,1,greenhouse
168,168,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipinvernadero01.jpg,1,greenhouse
169,169,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse276.jpg,1,greenhouse
170,170,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227site_estufa_02.jpg,1,greenhouse
171,171,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip53_3.jpg,1,greenhouse
172,172,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse_main.jpg,1,greenhouse
173,173,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227hydroponic_greenhouse.jpg,1,greenhouse
174,174,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse_009.jpg,1,greenhouse
175,175,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227Riverview08.jpg,1,greenhouse
176,176,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/22753_3.jpg,1,greenhouse
177,177,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipinvernadero_1111.jpg,1,greenhouse
178,178,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227main.jpg,1,greenhouse
179,179,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse_fullgrowth.jpg,1,greenhouse
180,180,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipInvernadero.jpg,1,greenhouse
181,181,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse842.jpg,1,greenhouse
182,182,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227hortela_nas_estufas_2.jpg,1,greenhouse
183,183,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip1412_mb_file_0a8c5.jpg,1,greenhouse
184,184,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/2271412_mb_file_0a8c5.jpg,1,greenhouse
185,185,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse203.jpg,1,greenhouse
186,186,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227Fabricated_Metal_Plastic_Tube_Greenhouse.jpg,1,greenhouse
187,187,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse_l.jpg,1,greenhouse
188,188,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse8.jpg,1,greenhouse
189,189,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipdads_greenhouse.jpg,1,greenhouse
190,190,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse123.jpg,1,greenhouse
191,191,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipfotos2433.jpg,1,greenhouse
192,192,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227Greenhouse_2.jpg,1,greenhouse
193,193,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227invernadero1112.jpg,1,greenhouse
194,194,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipESTUFA.jpg,1,greenhouse
195,195,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipGreenhouse_2.jpg,1,greenhouse
196,196,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse167.jpg,1,greenhouse
197,197,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227greenhouse_652.jpg,1,greenhouse
198,198,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip2_wallington_greenhouse_470x353.jpg,1,greenhouse
199,199,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flip088_invernadero.jpg,1,greenhouse
200,200,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipinvernaderos_fotos_015.jpg,1,greenhouse
201,201,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreen01.jpg,1,greenhouse
202,202,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/227horti_estufa.jpg,1,greenhouse
203,203,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse2123.jpg,1,greenhouse
204,204,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/22720070418klpcnaecl_364_Ies_SCO.jpg,1,greenhouse
205,205,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipgreenhouse98.jpg,1,greenhouse
206,206,/home/ahmedaraby/PycharmProjects/indoor-scene-recognition/train2/greenhouse/flipinvernadero_flores2.jpg,1,greenhouse
